search_term,wikipage,type
68EDCC23F8128FA8,Royal Tern,spp
ELEMENT_GLOBAL.2.102517,Ruby-crowned Kinglet,spp
Regulus calendula,Ruby-crowned Kinglet,spp
Regulus calendula,Ruby-crowned Kinglet,spp
Ruby-crowned Kinglet,Ruby-crowned Kinglet,spp
B60B1166CE5DDFA7,Ruby-crowned Kinglet,spp
ELEMENT_GLOBAL.2.105069,Ruby-throated Hummingbird,spp
Archilochus colubris,Ruby-throated Hummingbird,spp
Archilochus colubris,Ruby-throated Hummingbird,spp
Ruby-throated Hummingbird,Ruby-throated Hummingbird,spp
DEC3D8D0C74C598B,Ruby-throated Hummingbird,spp
ELEMENT_GLOBAL.2.100365,Ruddy Duck,spp
Oxyura jamaicensis,Ruddy Duck,spp
Oxyura jamaicensis,Ruddy Duck,spp
Ruddy Duck,Ruddy Duck,spp
CD7DC84B28AE24C8,Ruddy Duck,spp
ELEMENT_GLOBAL.2.102944,Ruddy Turnstone,spp
Arenaria interpres,Ruddy Turnstone,spp
Arenaria interpres,Ruddy Turnstone,spp
Ruddy Turnstone,Ruddy Turnstone,spp
DC3050A9771F2CE9,Ruddy Turnstone,spp
Calidris pugnax,Ruff,spp
Ruff,Ruff,spp
2DABF98FBEEAB7BB,Ruff,spp
ELEMENT_GLOBAL.2.102687,Ruffed Grouse,spp
Bonasa umbellus,Ruffed Grouse,spp
Bonasa umbellus,Ruffed Grouse,spp
Ruffed Grouse,Ruffed Grouse,spp
6D2B5CDA60316986,Ruffed Grouse,spp
ELEMENT_GLOBAL.2.102866,Rufous Hummingbird,spp
Selasphorus rufus,Rufous Hummingbird,spp
Selasphorus rufus,Rufous Hummingbird,spp
Rufous Hummingbird,Rufous Hummingbird,spp
1E1B6D193325DFB6,Rufous Hummingbird,spp
ELEMENT_GLOBAL.2.101597,Rusty Blackbird,spp
Euphagus carolinus,Rusty Blackbird,spp
Euphagus carolinus,Rusty Blackbird,spp
Rusty Blackbird,Rusty Blackbird,spp
5F77FED530C9B69D,Rusty Blackbird,spp
ELEMENT_GLOBAL.2.106341,Sabine's Gull,spp
Xema sabini,Sabine's Gull,spp
Xema sabini,Sabine's Gull,spp
Sabine's Gull,Sabine's Gull,spp
86182656472B476B,Sabine's Gull,spp
Oreoscoptes montanus,Sage Thrasher,spp
Oreoscoptes montanus,Sage Thrasher,spp
Sage Thrasher,Sage Thrasher,spp
F6DF700B33402E74,Sage Thrasher,spp
ELEMENT_GLOBAL.2.102378,Saltmarsh Sparrow,spp
Ammospiza caudacuta,Saltmarsh Sparrow,spp
Ammospiza caudacuta,Saltmarsh Sparrow,spp
Saltmarsh Sparrow,Saltmarsh Sparrow,spp
79C9C8C455E6936B,Saltmarsh Sparrow,spp
ELEMENT_GLOBAL.2.102190,Sanderling,spp
Calidris alba,Sanderling,spp
Calidris alba,Sanderling,spp
Sanderling,Sanderling,spp
06B9BD243A756B28,Sanderling,spp
ELEMENT_GLOBAL.2.104550,Sandhill Crane,spp
Antigone canadensis,Sandhill Crane,spp
Antigone canadensis,Sandhill Crane,spp
Sandhill Crane,Sandhill Crane,spp
E196D6F9AB1DFF7E,Sandhill Crane,spp
ELEMENT_GLOBAL.2.103220,Sandwich Tern,spp
Thalasseus sandvicensis,Sandwich Tern,spp
Thalasseus sandvicensis,Sandwich Tern,spp
Sandwich Tern,Sandwich Tern,spp
F7504353640C1055,Sandwich Tern,spp
ELEMENT_GLOBAL.2.103538,Savannah Sparrow,spp
Passerculus sandwichensis,Savannah Sparrow,spp
Passerculus sandwichensis,Savannah Sparrow,spp
Savannah Sparrow,Savannah Sparrow,spp
31CE00C71528322F,Savannah Sparrow,spp
Sayornis saya,Say's Phoebe,spp
Sayornis saya,Say's Phoebe,spp
Say's Phoebe,Say's Phoebe,spp
28669A3DB1A28C69,Say's Phoebe,spp
ELEMENT_GLOBAL.2.101306,Scarlet Tanager,spp
Piranga olivacea,Scarlet Tanager,spp
Piranga olivacea,Scarlet Tanager,spp
Scarlet Tanager,Scarlet Tanager,spp
4210163221C2E458,Scarlet Tanager,spp
ELEMENT_GLOBAL.2.100078,Scissor-tailed Flycatcher,spp
Tyrannus forficatus,Scissor-tailed Flycatcher,spp
Tyrannus forficatus,Scissor-tailed Flycatcher,spp
Scissor-tailed Flycatcher,Scissor-tailed Flycatcher,spp
6F65F82B4A1BA7F2,Scissor-tailed Flycatcher,spp
Icterus parisorum,Scott's Oriole,spp
Icterus parisorum,Scott's Oriole,spp
Scott's Oriole,Scott's Oriole,spp
9EE6D52416E94971,Scott's Oriole,spp
ELEMENT_GLOBAL.2.104429,Seaside Sparrow,spp
Ammospiza maritima,Seaside Sparrow,spp
Ammospiza maritima,Seaside Sparrow,spp
Seaside Sparrow,Seaside Sparrow,spp
0F81304F8BBF1EC5,Seaside Sparrow,spp
ELEMENT_GLOBAL.2.105322,Sedge Wren,spp
Cistothorus platensis,Sedge Wren,spp
Cistothorus platensis,Sedge Wren,spp
Sedge Wren,Sedge Wren,spp
ACCC4E9B737755DA,Sedge Wren,spp
ELEMENT_GLOBAL.2.103068,Semipalmated Plover,spp
Charadrius semipalmatus,Semipalmated Plover,spp
Charadrius semipalmatus,Semipalmated Plover,spp
Semipalmated Plover,Semipalmated Plover,spp
95E28A57CB50B0D7,Semipalmated Plover,spp
ELEMENT_GLOBAL.2.104508,Semipalmated Sandpiper,spp
Calidris pusilla,Semipalmated Sandpiper,spp
Calidris pusilla,Semipalmated Sandpiper,spp
Semipalmated Sandpiper,Semipalmated Sandpiper,spp
F35821AAC21FFF20,Semipalmated Sandpiper,spp
ELEMENT_GLOBAL.2.771066,Sharp-shinned Hawk,spp
Accipiter striatus,Sharp-shinned Hawk,spp
Accipiter striatus,Sharp-shinned Hawk,spp
Sharp-shinned Hawk,Sharp-shinned Hawk,spp
3B024163DF58A0E0,Sharp-shinned Hawk,spp
Calidris acuminata,Sharp-tailed Sandpiper,spp
Calidris acuminata,Sharp-tailed Sandpiper,spp
Sharp-tailed Sandpiper,Sharp-tailed Sandpiper,spp
A0A67A811E53D89F,Sharp-tailed Sandpiper,spp
ELEMENT_GLOBAL.2.104019,Shiny Cowbird,spp
Molothrus bonariensis,Shiny Cowbird,spp
Molothrus bonariensis,Shiny Cowbird,spp
Shiny Cowbird,Shiny Cowbird,spp
AA7798040CC37113,Shiny Cowbird,spp
ELEMENT_GLOBAL.2.101082,Short-billed Dowitcher,spp
Limnodromus griseus,Short-billed Dowitcher,spp
Limnodromus griseus,Short-billed Dowitcher,spp
Short-billed Dowitcher,Short-billed Dowitcher,spp
4A3B2CFF53868550,Short-billed Dowitcher,spp
ELEMENT_GLOBAL.2.100351,Short-eared Owl,spp
Asio flammeus,Short-eared Owl,spp
Asio flammeus,Short-eared Owl,spp
Short-eared Owl,Short-eared Owl,spp
8F123A11E5DADFDD,Short-eared Owl,spp
Calcarius pictus,Smith's Longspur,spp
Calcarius pictus,Smith's Longspur,spp
Smith's Longspur,Smith's Longspur,spp
D307C9A04517D3A2,Smith's Longspur,spp
SI,Smithsonian Institute,org
Smithsonian Institute,Smithsonian Institute,org
SMBC,Smithsonian Migratory Bird Center,org
Smithsonian Migratory Bird Center,Smithsonian Migratory Bird Center,org
Crotophaga ani,Smooth-billed Ani,spp
Crotophaga ani,Smooth-billed Ani,spp
Smooth-billed Ani,Smooth-billed Ani,spp
469BC7B8CAF14C59,Smooth-billed Ani,spp
Rostrhamus sociabilis,Snail Kite,spp
Rostrhamus sociabilis,Snail Kite,spp
Snail Kite,Snail Kite,spp
6E4430A893DBCBFF,Snail Kite,spp
ELEMENT_GLOBAL.2.104471,Snow Bunting,spp
Plectrophenax nivalis,Snow Bunting,spp
Plectrophenax nivalis,Snow Bunting,spp
Snow Bunting,Snow Bunting,spp
9BEBC02505B416EE,Snow Bunting,spp
ELEMENT_GLOBAL.2.101815,Snow Goose,spp
Anser caerulescens,Snow Goose,spp
Anser caerulescens,Snow Goose,spp
Snow Goose,Snow Goose,spp
D3A260BCA65503C6,Snow Goose,spp
ELEMENT_GLOBAL.2.100485,Snowy Egret,spp
Egretta thula,Snowy Egret,spp
Egretta thula,Snowy Egret,spp
Snowy Egret,Snowy Egret,spp
AA7901D88E7203E5,Snowy Egret,spp
ELEMENT_GLOBAL.2.103975,Snowy Owl,spp
Bubo scandiacus,Snowy Owl,spp
Bubo scandiacus,Snowy Owl,spp
Snowy Owl,Snowy Owl,spp
5B23B360E7DEC4A9,Snowy Owl,spp
Charadrius nivosus,Snowy Plover,spp
Charadrius nivosus,Snowy Plover,spp
Snowy Plover,Snowy Plover,spp
F012ED4BC8CD3876,Snowy Plover,spp
ELEMENT_GLOBAL.2.105827,Solitary Sandpiper,spp
Tringa solitaria,Solitary Sandpiper,spp
Tringa solitaria,Solitary Sandpiper,spp
Solitary Sandpiper,Solitary Sandpiper,spp
D4A73324DB24F142,Solitary Sandpiper,spp
ELEMENT_GLOBAL.2.104278,Song Sparrow,spp
Melospiza melodia,Song Sparrow,spp
Melospiza melodia,Song Sparrow,spp
Song Sparrow,Song Sparrow,spp
A5F09E0521019564,Song Sparrow,spp
ELEMENT_GLOBAL.2.103124,Sooty Shearwater,spp
Ardenna grisea,Sooty Shearwater,spp
Ardenna grisea,Sooty Shearwater,spp
Sooty Shearwater,Sooty Shearwater,spp
1725B07D51A40D6A,Sooty Shearwater,spp
ELEMENT_GLOBAL.2.101718,Sooty Tern,spp
Onychoprion fuscatus,Sooty Tern,spp
Onychoprion fuscatus,Sooty Tern,spp
Sooty Tern,Sooty Tern,spp
3E7F825D03C0DC3E,Sooty Tern,spp
ELEMENT_GLOBAL.2.103998,Sora,spp
Porzana carolina,Sora,spp
Porzana carolina,Sora,spp
Sora,Sora,spp
2CC21529B5674AEB,Sora,spp
SALCC,South Atlantic Landscape Conservation Cooperative,org
South Atlantic Landscape Conservation Cooperative,South Atlantic Landscape Conservation Cooperative,org
ELEMENT_GLOBAL.2.101169,South Polar Skua,spp
Stercorarius maccormicki,South Polar Skua,spp
Stercorarius maccormicki,South Polar Skua,spp
South Polar Skua,South Polar Skua,spp
7D1A9D5CCCDC597C,South Polar Skua,spp
SEAFWA,Southeast Association of Fish and Wildlife Agencies,org
Southeast Association of Fish and Wildlife Agencies,Southeast Association of Fish and Wildlife Agencies,org
SECSC,Southeast Climate Science Center,org
Southeast Climate Science Center,Southeast Climate Science Center,org
SEPIF,Southeast Partners in Flight,org
Southeast Partners in Flight,Southeast Partners in Flight,org
SCWDS,Southeastern Cooperative Wildlife Disease Study,org
Southeastern Cooperative Wildlife Disease Study,Southeastern Cooperative Wildlife Disease Study,org
SARC,Southern Appalachian Research Center,org
Southern Appalachian Research Center,Southern Appalachian Research Center,org
Tringa erythropus,Spotted Redshank,spp
Spotted Redshank,Spotted Redshank,spp
0895DD84DB3A45D1,Spotted Redshank,spp
ELEMENT_GLOBAL.2.105831,Spotted Sandpiper,spp
Actitis macularius,Spotted Sandpiper,spp
Actitis macularius,Spotted Sandpiper,spp
Spotted Sandpiper,Spotted Sandpiper,spp
0D88C072E71FE4B8,Spotted Sandpiper,spp
Pipilo maculatus,Spotted Towhee,spp
Pipilo maculatus,Spotted Towhee,spp
Spotted Towhee,Spotted Towhee,spp
58E25701D3F9FA0E,Spotted Towhee,spp
Anthus spragueii,Sprague's Pipit,spp
Anthus spragueii,Sprague's Pipit,spp
Sprague's Pipit,Sprague's Pipit,spp
BF380B5D0EB23BB9,Sprague's Pipit,spp
ELEMENT_GLOBAL.2.100427,Stilt Sandpiper,spp
Calidris himantopus,Stilt Sandpiper,spp
Calidris himantopus,Stilt Sandpiper,spp
Stilt Sandpiper,Stilt Sandpiper,spp
ECDE73F2E6E6E622,Stilt Sandpiper,spp
ELEMENT_GLOBAL.2.102430,Summer Tanager,spp
Piranga rubra,Summer Tanager,spp
Piranga rubra,Summer Tanager,spp
Summer Tanager,Summer Tanager,spp
891798D9EFFE1F8D,Summer Tanager,spp
ELEMENT_GLOBAL.2.100806,Surf Scoter,spp
Melanitta perspicillata,Surf Scoter,spp
Melanitta perspicillata,Surf Scoter,spp
Surf Scoter,Surf Scoter,spp
624078BAC17F8111,Surf Scoter,spp
Buteo swainsoni,Swainson's Hawk,spp
Buteo swainsoni,Swainson's Hawk,spp
Swainson's Hawk,Swainson's Hawk,spp
DE473F42C06227F0,Swainson's Hawk,spp
ELEMENT_GLOBAL.2.100960,Swainson's Thrush,spp
Catharus ustulatus,Swainson's Thrush,spp
Catharus ustulatus,Swainson's Thrush,spp
Swainson's Thrush,Swainson's Thrush,spp
E53FC25C090A6AD8,Swainson's Thrush,spp
ELEMENT_GLOBAL.2.103514,Swainson's Warbler,spp
Limnothlypis swainsonii,Swainson's Warbler,spp
Limnothlypis swainsonii,Swainson's Warbler,spp
Swainson's Warbler,Swainson's Warbler,spp
D3624203E6C65D28,Swainson's Warbler,spp
ELEMENT_GLOBAL.2.105003,Swallow-tailed Kite,spp
Elanoides forficatus,Swallow-tailed Kite,spp
Elanoides forficatus,Swallow-tailed Kite,spp
Swallow-tailed Kite,Swallow-tailed Kite,spp
1BAC66452DCC9AC9,Swallow-tailed Kite,spp
ELEMENT_GLOBAL.2.103651,Swamp Sparrow,spp
Melospiza georgiana,Swamp Sparrow,spp
Melospiza georgiana,Swamp Sparrow,spp
Swamp Sparrow,Swamp Sparrow,spp
4E192262D429400C,Swamp Sparrow,spp
Oceanodroma monorhis,Swinhoe's Storm-Petrel,spp
Hydrobates monorhis,Swinhoe's Storm-Petrel,spp
Swinhoe's Storm-Petrel,Swinhoe's Storm-Petrel,spp
80DE86705CC16A9A,Swinhoe's Storm-Petrel,spp
Pseudobulweria rostrata,Tahiti Petrel,spp
Tahiti Petrel,Tahiti Petrel,spp
FCFBB7D9A628EF5D,Tahiti Petrel,spp
Tar River Land Conservancy,Tar River Land Conservancy,org
TRLC,Tar River Land Conservancy,org
Oreothlypis peregrina,Tennessee Warbler,spp
Leiothlypis peregrina,Tennessee Warbler,spp
Tennessee Warbler,Tennessee Warbler,spp
D204A9309E8CCC3A,Tennessee Warbler,spp
The Nature Conservancy,The Nature Conservancy,org
TNC,The Nature Conservancy,org
ELEMENT_GLOBAL.2.100797,Thick-billed Murre,spp
Uria lomvia,Thick-billed Murre,spp
Uria lomvia,Thick-billed Murre,spp
Thick-billed Murre,Thick-billed Murre,spp
B70B5840ABCD5CFC,Thick-billed Murre,spp
TOC,Town of Cary,org
Town of Cary,Town of Cary,org
Myadestes townsendi,Townsend's Solitaire,spp
Myadestes townsendi,Townsend's Solitaire,spp
Townsend's Solitaire,Townsend's Solitaire,spp
5459228D7CD8E8CB,Townsend's Solitaire,spp
Setophaga townsendi,Townsend's Warbler,spp
Setophaga townsendi,Townsend's Warbler,spp
Townsend's Warbler,Townsend's Warbler,spp
F6C6C3F7E27ED557,Townsend's Warbler,spp
ELEMENT_GLOBAL.2.101167,Tree Swallow,spp
Tachycineta bicolor,Tree Swallow,spp
Tachycineta bicolor,Tree Swallow,spp
Tree Swallow,Tree Swallow,spp
BBA2F9DF60AE60BF,Tree Swallow,spp
ELEMENT_GLOBAL.2.102427,Tricolored Heron,spp
Egretta tricolor,Tricolored Heron,spp
Egretta tricolor,Tricolored Heron,spp
Tricolored Heron,Tricolored Heron,spp
031409C72898108C,Tricolored Heron,spp
ELEMENT_GLOBAL.2.971555,Trindade Petrel,spp
Pterodroma arminjoniana,Trindade Petrel,spp
Pterodroma arminjoniana,Trindade Petrel,spp
Trindade Petrel,Trindade Petrel,spp
8116523B40EF3745,Trindade Petrel,spp
Tyrannus melancholicus,Tropical Kingbird,spp
Tyrannus melancholicus,Tropical Kingbird,spp
Tropical Kingbird,Tropical Kingbird,spp
BB6B236FADABFB3F,Tropical Kingbird,spp
Cygnus buccinator,Trumpeter Swan,spp
Cygnus buccinator,Trumpeter Swan,spp
Trumpeter Swan,Trumpeter Swan,spp
B86C504C5B960813,Trumpeter Swan,spp
Aythya fuligula,Tufted Duck,spp
Tufted Duck,Tufted Duck,spp
67CEA1C1FC88F1DB,Tufted Duck,spp
ELEMENT_GLOBAL.2.101297,Tufted Titmouse,spp
Baeolophus bicolor,Tufted Titmouse,spp
Baeolophus bicolor,Tufted Titmouse,spp
Tufted Titmouse,Tufted Titmouse,spp
B488AB7003F21AE7,Tufted Titmouse,spp
ELEMENT_GLOBAL.2.105749,Tundra Swan,spp
Cygnus columbianus,Tundra Swan,spp
Cygnus columbianus,Tundra Swan,spp
Tundra Swan,Tundra Swan,spp
0BCBA6B9CC19E7BA,Tundra Swan,spp
ELEMENT_GLOBAL.2.103261,Turkey Vulture,spp
Cathartes aura,Turkey Vulture,spp
Cathartes aura,Turkey Vulture,spp
Turkey Vulture,Turkey Vulture,spp
36B3872DAFE1EC1C,Turkey Vulture,spp
US Department of Agriculture,United States Department of Agriculture,org
USDA,United States Department of Agriculture,org
United States Fish and Wildlife Service,United States Fish and Wildlife Service,org
US Fish and Wildlife Service,United States Fish and Wildlife Service,org
USFWS,United States Fish and Wildlife Service,org
U.S. Fish and Wildlife Service,United States Fish and Wildlife Service,org
United States Geological Service,United States Geological Service,org
US Geological Service,United States Geological Service,org
USGS,United States Geological Service,org
National Park Service,United States National Park Service,org
NPS,United States National Park Service,org
US National Park Service,United States National Park Service,org
USNPS,United States National Park Service,org
NABCI,United States North American Bird Conservation Initiative,org
North American Bird Conservation Initiative,United States North American Bird Conservation Initiative,org
UNC,University of North Carolina at Chapel Hill,org
University of North Carolina - Chapel Hill,University of North Carolina at Chapel Hill,org
UNCW,University of North Carolina at Wilmington,org
University of North Carolina - Wilmington,University of North Carolina at Wilmington,org
ELEMENT_GLOBAL.2.102059,Upland Sandpiper,spp
Bartramia longicauda,Upland Sandpiper,spp
Bartramia longicauda,Upland Sandpiper,spp
Upland Sandpiper,Upland Sandpiper,spp
BF1DA86E0714FD01,Upland Sandpiper,spp
USDA Farm Service Agency,USDA Farm Services Agency,org
USDA FSA,USDA Farm Services Agency,org
FRESC,USGS Forest and Rangeland Ecosystem Science Center,org
USGS Forest and Rangeland Ecosystem Science Center,USGS Forest and Rangeland Ecosystem Science Center,org
NCCRU,USGS North Carolina Cooperative Fish and Wildlife Research Unit,org
North Carolina Cooperative Research Unit,USGS North Carolina Cooperative Fish and Wildlife Research Unit,org
USGS NC Cooperative Research Unit,USGS North Carolina Cooperative Fish and Wildlife Research Unit,org
PWRC,USGS Pautuxent Wildlife Research Center,org
USGS Pautuxent Wildlife Research Center,USGS Pautuxent Wildlife Research Center,org
USGS Rocky Mountain Geographic Science Center,USGS Rocky Mountain Geographic Science Center,org
USGS Water Resources Division,USGS Water Resources Division,org
USGS Western Ecological Research Center,USGS Western Ecological Research Center,org
WERC,USGS Western Ecological Research Center,org
Ixoreus naevius,Varied Thrush,spp
Ixoreus naevius,Varied Thrush,spp
Varied Thrush,Varied Thrush,spp
583128734B0F566A,Varied Thrush,spp
ELEMENT_GLOBAL.2.103031,Veery,spp
Catharus fuscescens,Veery,spp
Catharus fuscescens,Veery,spp
Veery,Veery,spp
0B8F4EE60AFF4B25,Veery,spp
Pyrocephalus rubinus,Vermilion Flycatcher,spp
Pyrocephalus rubinus,Vermilion Flycatcher,spp
Vermilion Flycatcher,Vermilion Flycatcher,spp
A80DB9891A5CACF6,Vermilion Flycatcher,spp
ELEMENT_GLOBAL.2.103115,Vesper Sparrow,spp
Pooecetes gramineus,Vesper Sparrow,spp
Pooecetes gramineus,Vesper Sparrow,spp
Vesper Sparrow,Vesper Sparrow,spp
3647E146F88AE943,Vesper Sparrow,spp
VDGIF,Virginia Division of Game and Inland Fisheries,org
Virginia Division of Game and Inland Fisheries,Virginia Division of Game and Inland Fisheries,org
ELEMENT_GLOBAL.2.106335,Virginia Rail,spp
Rallus limicola,Virginia Rail,spp
Rallus limicola,Virginia Rail,spp
Virginia Rail,Virginia Rail,spp
4880DC5532DFCFA4,Virginia Rail,spp
ELEMENT_GLOBAL.2.101222,Warbling Vireo,spp
Vireo gilvus,Warbling Vireo,spp
Vireo gilvus,Warbling Vireo,spp
Warbling Vireo,Warbling Vireo,spp
66AA469C8186BD23,Warbling Vireo,spp
Aechmophorus occidentalis,Western Grebe,spp
Aechmophorus occidentalis,Western Grebe,spp
Western Grebe,Western Grebe,spp
C6E1197BE78E2E17,Western Grebe,spp
Western Hemisphere Shorebird Reserve Network,Western Hemisphere Shorebird Reserve Network,org
ELEMENT_GLOBAL.2.104787,Western Kingbird,spp
Tyrannus verticalis,Western Kingbird,spp
Tyrannus verticalis,Western Kingbird,spp
Western Kingbird,Western Kingbird,spp
2281F1C77260C0AB,Western Kingbird,spp
ELEMENT_GLOBAL.2.104028,Western Sandpiper,spp
Calidris mauri,Western Sandpiper,spp
Calidris mauri,Western Sandpiper,spp
Western Sandpiper,Western Sandpiper,spp
01060BFDFF0D9D28,Western Sandpiper,spp
ELEMENT_GLOBAL.2.105777,Western Tanager,spp
Piranga ludoviciana,Western Tanager,spp
Piranga ludoviciana,Western Tanager,spp
Western Tanager,Western Tanager,spp
0ADA5F17E6C7CA54,Western Tanager,spp
Weyehaueser,Weyehaueser,org
ELEMENT_GLOBAL.2.105017,Whimbrel,spp
Numenius phaeopus,Whimbrel,spp
Numenius phaeopus,Whimbrel,spp
Whimbrel,Whimbrel,spp
F9305BAA638BAEFC,Whimbrel,spp
ELEMENT_GLOBAL.2.100028,White Ibis,spp
Eudocimus albus,White Ibis,spp
Eudocimus albus,White Ibis,spp
White Ibis,White Ibis,spp
74EDE3CA4FD29DC6,White Ibis,spp
Motacilla alba,White Wagtail,spp
Motacilla alba,White Wagtail,spp
White Wagtail,White Wagtail,spp
FBE02965F955440D,White Wagtail,spp
ELEMENT_GLOBAL.2.105632,White-breasted Nuthatch,spp
Sitta carolinensis,White-breasted Nuthatch,spp
Sitta carolinensis,White-breasted Nuthatch,spp
White-breasted Nuthatch,White-breasted Nuthatch,spp
19CCBBD220E533AD,White-breasted Nuthatch,spp
Anas bahamensis,White-cheeked Pintail,spp
White-cheeked Pintail,White-cheeked Pintail,spp
D2F97D13FC8654A2,White-cheeked Pintail,spp
ELEMENT_GLOBAL.2.106488,White-crowned Sparrow,spp
Zonotrichia leucophrys,White-crowned Sparrow,spp
Zonotrichia leucophrys,White-crowned Sparrow,spp
White-crowned Sparrow,White-crowned Sparrow,spp
8601A4678CABA542,White-crowned Sparrow,spp
ELEMENT_GLOBAL.2.103052,White-eyed Vireo,spp
Vireo griseus,White-eyed Vireo,spp
Vireo griseus,White-eyed Vireo,spp
White-eyed Vireo,White-eyed Vireo,spp
D97F93CC29E30108,White-eyed Vireo,spp
Plegadis chihi,White-faced Ibis,spp
Plegadis chihi,White-faced Ibis,spp
White-faced Ibis,White-faced Ibis,spp
FD2B030969BC4DBC,White-faced Ibis,spp
ELEMENT_GLOBAL.2.106508,White-faced Storm-Petrel,spp
Pelagodroma marina,White-faced Storm-Petrel,spp
Pelagodroma marina,White-faced Storm-Petrel,spp
White-faced Storm-Petrel,White-faced Storm-Petrel,spp
E9DF118ED56564A9,White-faced Storm-Petrel,spp
ELEMENT_GLOBAL.2.106382,White-rumped Sandpiper,spp
Calidris fuscicollis,White-rumped Sandpiper,spp
Calidris fuscicollis,White-rumped Sandpiper,spp
White-rumped Sandpiper,White-rumped Sandpiper,spp
153BA3069DFCDDCA,White-rumped Sandpiper,spp
Elanus leucurus,White-tailed Kite,spp
Elanus leucurus,White-tailed Kite,spp
White-tailed Kite,White-tailed Kite,spp
CAA5E106BE76C1D0,White-tailed Kite,spp
Phaethon lepturus,White-tailed Tropicbird,spp
White-tailed Tropicbird,White-tailed Tropicbird,spp
1D07B501FEAF0840,White-tailed Tropicbird,spp
ELEMENT_GLOBAL.2.102710,White-throated Sparrow,spp
Zonotrichia albicollis,White-throated Sparrow,spp
Zonotrichia albicollis,White-throated Sparrow,spp
White-throated Sparrow,White-throated Sparrow,spp
39BD9FF20A9613C4,White-throated Sparrow,spp
ELEMENT_GLOBAL.2.105473,White-winged Crossbill,spp
Loxia leucoptera,White-winged Crossbill,spp
Loxia leucoptera,White-winged Crossbill,spp
White-winged Crossbill,White-winged Crossbill,spp
80C297E6B82452E7,White-winged Crossbill,spp
ELEMENT_GLOBAL.2.100288,White-winged Dove,spp
Zenaida asiatica,White-winged Dove,spp
Zenaida asiatica,White-winged Dove,spp
White-winged Dove,White-winged Dove,spp
7951BE953D24ACAA,White-winged Dove,spp
Melanitta fusca,White-winged Scoter,spp
Melanitta deglandi,White-winged Scoter,spp
White-winged Scoter,White-winged Scoter,spp
4800D6B673F13A48,White-winged Scoter,spp
ELEMENT_GLOBAL.2.104229,Wild Turkey,spp
Meleagris gallopavo,Wild Turkey,spp
Meleagris gallopavo,Wild Turkey,spp
Wild Turkey,Wild Turkey,spp
9C5ED06A51A9FFEE,Wild Turkey,spp
Wildlife Conservation Society,Wildlife Conservation Society,org
ELEMENT_GLOBAL.2.100605,Willet,spp
Tringa semipalmata,Willet,spp
Tringa semipalmata,Willet,spp
Willet,Willet,spp
E7A14E91456CB432,Willet,spp
ELEMENT_GLOBAL.2.103270,Willow Flycatcher,spp
Empidonax traillii,Willow Flycatcher,spp
Empidonax traillii,Willow Flycatcher,spp
Willow Flycatcher,Willow Flycatcher,spp
5BC4E0EFAB129B9D,Willow Flycatcher,spp
ELEMENT_GLOBAL.2.105425,Wilson's Phalarope,spp
Phalaropus tricolor,Wilson's Phalarope,spp
Phalaropus tricolor,Wilson's Phalarope,spp
Wilson's Phalarope,Wilson's Phalarope,spp
667C6969D7874433,Wilson's Phalarope,spp
ELEMENT_GLOBAL.2.104251,Wilson's Plover,spp
Charadrius wilsonia,Wilson's Plover,spp
Charadrius wilsonia,Wilson's Plover,spp
Wilson's Plover,Wilson's Plover,spp
654D660CF51DB8B1,Wilson's Plover,spp
ELEMENT_GLOBAL.2.103058,Wilson's Snipe,spp
Gallinago delicata,Wilson's Snipe,spp
Gallinago delicata,Wilson's Snipe,spp
Wilson's Snipe,Wilson's Snipe,spp
F5C8516D3B9C7686,Wilson's Snipe,spp
ELEMENT_GLOBAL.2.103558,Wilson's Storm-Petrel,spp
Oceanites oceanicus,Wilson's Storm-Petrel,spp
Oceanites oceanicus,Wilson's Storm-Petrel,spp
Wilson's Storm-Petrel,Wilson's Storm-Petrel,spp
D295D249BDB7E046,Wilson's Storm-Petrel,spp
ELEMENT_GLOBAL.2.100788,Wilson's Warbler,spp
Cardellina pusilla,Wilson's Warbler,spp
Cardellina pusilla,Wilson's Warbler,spp
Wilson's Warbler,Wilson's Warbler,spp
1F09CCCCBD97B861,Wilson's Warbler,spp
ELEMENT_GLOBAL.2.866835,Winter Wren,spp
Troglodytes hiemalis,Winter Wren,spp
Troglodytes hiemalis,Winter Wren,spp
Winter Wren,Winter Wren,spp
C757BD95E71493FF,Winter Wren,spp
ELEMENT_GLOBAL.2.104243,Wood Duck,spp
Aix sponsa,Wood Duck,spp
Aix sponsa,Wood Duck,spp
Wood Duck,Wood Duck,spp
27B2749A88E3E2C8,Wood Duck,spp
ELEMENT_GLOBAL.2.105982,Wood Stork,spp
Mycteria americana,Wood Stork,spp
Mycteria americana,Wood Stork,spp
Wood Stork,Wood Stork,spp
19196211B7630B88,Wood Stork,spp
ELEMENT_GLOBAL.2.106491,Wood Thrush,spp
Hylocichla mustelina,Wood Thrush,spp
Hylocichla mustelina,Wood Thrush,spp
Wood Thrush,Wood Thrush,spp
8E1D9327B8DAFD54,Wood Thrush,spp
ELEMENT_GLOBAL.2.104782,Worm-eating Warbler,spp
Helmitheros vermivorum,Worm-eating Warbler,spp
Helmitheros vermivorum,Worm-eating Warbler,spp
Worm-eating Warbler,Worm-eating Warbler,spp
295C4CD62A12ADEF,Worm-eating Warbler,spp
